class	time_point	avg_expression
ENSG00000138669.9	low_expression	flat	0.00291667
ENSG00000141744.3	low_expression	flat	0.00291667
ENSG00000142661.18	low_expression	flat	0.00291667
ENSG00000143627.17	low_expression	flat	0.00291667
ENSG00000149575.5	low_expression	flat	0.00291667
ENSG00000152952.11	low_expression	flat	0.00291667
ENSG00000162383.11	low_expression	flat	0.00291667
ENSG00000164287.12	low_expression	flat	0.00291667
ENSG00000164458.9	low_expression	flat	0.00291667
ENSG00000165646.11	low_expression	flat	0.00291667
ENSG00000165887.11	low_expression	flat	0.00291667
ENSG00000165929.12	low_expression	flat	0.00291667
ENSG00000166405.14	low_expression	flat	0.00291667
ENSG00000171804.9	low_expression	flat	0.00291667
ENSG00000172568.4	low_expression	flat	0.00291667
ENSG00000175398.2	low_expression	flat	0.00291667
ENSG00000179348.11	low_expression	flat	0.00291667
ENSG00000180336.17	low_expression	flat	0.00291667
ENSG00000187733.6	low_expression	flat	0.00291667
ENSG00000188037.10	low_expression	flat	0.00291667
ENSG00000189052.6	low_expression	flat	0.00291667
ENSG00000203737.3	low_expression	flat	0.00291667
ENSG00000205403.12	low_expression	flat	0.00291667
ENSG00000214814.6	low_expression	flat	0.00291667
ENSG00000260458.3	low_expression	flat	0.00291667
ENSG00000276289.4	low_expression	flat	0.00291667
ENSG00000006788.12	low_expression	flat	0.00333333
ENSG00000019102.11	low_expression	flat	0.00333333
ENSG00000021461.16	low_expression	flat	0.00333333
ENSG00000049130.13	low_expression	flat	0.00333333
ENSG00000058085.14	low_expression	flat	0.00333333
ENSG00000081818.3	low_expression	flat	0.00333333
ENSG00000104237.6	low_expression	flat	0.00333333
ENSG00000110203.8	low_expression	flat	0.00333333
ENSG00000122870.11	low_expression	flat	0.00333333
ENSG00000134817.10	low_expression	flat	0.00333333
ENSG00000137573.13	low_expression	flat	0.00333333
ENSG00000137672.12	low_expression	flat	0.00333333
ENSG00000146950.12	low_expression	flat	0.00333333
ENSG00000158445.8	low_expression	flat	0.00333333
ENSG00000162598.13	low_expression	flat	0.00333333
ENSG00000171136.6	low_expression	flat	0.00333333
ENSG00000173705.8	low_expression	flat	0.00333333
ENSG00000175202.3	low_expression	flat	0.00333333
ENSG00000179542.15	low_expression	flat	0.00333333
ENSG00000179564.3	low_expression	flat	0.00333333
ENSG00000183114.7	low_expression	flat	0.00333333
ENSG00000186860.4	low_expression	flat	0.00333333
ENSG00000188596.9	low_expression	flat	0.00333333
ENSG00000196277.15	low_expression	flat	0.00333333
ENSG00000197106.6	low_expression	flat	0.00333333
ENSG00000203837.4	low_expression	flat	0.00333333
ENSG00000203995.9	low_expression	flat	0.00333333
ENSG00000204422.7	low_expression	flat	0.00333333
ENSG00000204882.3	low_expression	flat	0.00333333
ENSG00000204913.5	low_expression	flat	0.00333333
ENSG00000240403.5	low_expression	flat	0.00333333
ENSG00000243501.5	low_expression	flat	0.00333333
ENSG00000256100.1	low_expression	flat	0.00333333
ENSG00000263464.2	low_expression	flat	0.00333333
ENSG00000276490.1	low_expression	flat	0.00333333
ENSG00000279115.1	low_expression	flat	0.00333333
ENSG00000279274.1	low_expression	flat	0.00333333
ENSG00000011083.8	low_expression	flat	0.00375
ENSG00000064205.10	low_expression	flat	0.00375
ENSG00000085741.12	low_expression	flat	0.00375
ENSG00000100146.16	low_expression	flat	0.00375
ENSG00000105278.10	low_expression	flat	0.00375
ENSG00000105679.8	low_expression	flat	0.00375
ENSG00000112337.10	low_expression	flat	0.00375
ENSG00000114248.9	low_expression	flat	0.00375
ENSG00000114654.7	low_expression	flat	0.00375
ENSG00000117595.10	low_expression	flat	0.00375
ENSG00000118491.9	low_expression	flat	0.00375
ENSG00000123560.13	low_expression	flat	0.00375
ENSG00000131095.11	low_expression	flat	0.00375
ENSG00000131482.9	low_expression	flat	0.00375
ENSG00000133110.14	low_expression	flat	0.00375
ENSG00000137857.17	low_expression	flat	0.00375
ENSG00000143125.5	low_expression	flat	0.00375
ENSG00000147481.13	low_expression	flat	0.00375
ENSG00000149571.10	low_expression	flat	0.00375
ENSG00000151632.16	low_expression	flat	0.00375
ENSG00000152078.9	low_expression	flat	0.00375
ENSG00000152785.6	low_expression	flat	0.00375
ENSG00000154227.13	low_expression	flat	0.00375
ENSG00000155714.13	low_expression	flat	0.00375
ENSG00000159173.18	low_expression	flat	0.00375
ENSG00000166396.12	low_expression	flat	0.00375
ENSG00000166407.13	low_expression	flat	0.00375
ENSG00000172967.7	low_expression	flat	0.00375
ENSG00000175894.14	low_expression	flat	0.00375
ENSG00000179580.9	low_expression	flat	0.00375
ENSG00000180777.13	low_expression	flat	0.00375
ENSG00000181143.15	low_expression	flat	0.00375
ENSG00000183454.14	low_expression	flat	0.00375
ENSG00000188056.11	low_expression	flat	0.00375
ENSG00000188738.13	low_expression	flat	0.00375
ENSG00000188803.14	low_expression	flat	0.00375
ENSG00000258941.3	low_expression	flat	0.00375
ENSG00000268533.1	low_expression	flat	0.00375
ENSG00000270806.1	low_expression	flat	0.00375
ENSG00000273025.1	low_expression	flat	0.00375
ENSG00000024422.11	low_expression	flat	0.00416667
ENSG00000085276.17	low_expression	flat	0.00416667
ENSG00000100156.10	low_expression	flat	0.00416667
ENSG00000100739.10	low_expression	flat	0.00416667
ENSG00000102195.8	low_expression	flat	0.00416667
ENSG00000104371.4	low_expression	flat	0.00416667
ENSG00000108001.13	low_expression	flat	0.00416667
ENSG00000126856.13	low_expression	flat	0.00416667
ENSG00000132693.12	low_expression	flat	0.00416667
ENSG00000133019.11	low_expression	flat	0.00416667
ENSG00000137648.16	low_expression	flat	0.00416667
ENSG00000140481.13	low_expression	flat	0.00416667
ENSG00000151090.17	low_expression	flat	0.00416667
ENSG00000151360.9	low_expression	flat	0.00416667
ENSG00000156218.12	low_expression	flat	0.00416667
ENSG00000173212.4	low_expression	flat	0.00416667
ENSG00000174876.16	low_expression	flat	0.00416667
ENSG00000175121.11	low_expression	flat	0.00416667
ENSG00000176153.11	low_expression	flat	0.00416667
ENSG00000176928.5	low_expression	flat	0.00416667
ENSG00000177535.7	low_expression	flat	0.00416667
ENSG00000182798.10	low_expression	flat	0.00416667
ENSG00000184033.12	low_expression	flat	0.00416667
ENSG00000186212.3	low_expression	flat	0.00416667
ENSG00000186417.13	low_expression	flat	0.00416667
ENSG00000187144.11	low_expression	flat	0.00416667
ENSG00000187889.12	low_expression	flat	0.00416667
ENSG00000196361.9	low_expression	flat	0.00416667
ENSG00000197233.7	low_expression	flat	0.00416667
ENSG00000197734.8	low_expression	flat	0.00416667
ENSG00000203734.11	low_expression	flat	0.00416667
ENSG00000243444.7	low_expression	flat	0.00416667
ENSG00000249222.1	low_expression	flat	0.00416667
ENSG00000261603.1	low_expression	flat	0.00416667
ENSG00000273706.4	low_expression	flat	0.00416667
ENSG00000274527.5	low_expression	flat	0.00416667
ENSG00000278685.4	low_expression	flat	0.00416667
ENSG00000279317.1	low_expression	flat	0.00416667
ENSG00000001561.6	low_expression	flat	0.00458333
ENSG00000006747.14	low_expression	flat	0.00458333
ENSG00000054356.13	low_expression	flat	0.00458333
ENSG00000087494.15	low_expression	flat	0.00458333
ENSG00000099834.18	low_expression	flat	0.00458333
ENSG00000100558.8	low_expression	flat	0.00458333
ENSG00000101180.15	low_expression	flat	0.00458333
ENSG00000101812.12	low_expression	flat	0.00458333
ENSG00000102038.15	low_expression	flat	0.00458333
ENSG00000108255.7	low_expression	flat	0.00458333
ENSG00000124019.9	low_expression	flat	0.00458333
ENSG00000131771.13	low_expression	flat	0.00458333
ENSG00000132677.12	low_expression	flat	0.00458333
ENSG00000135902.9	low_expression	flat	0.00458333
ENSG00000138308.5	low_expression	flat	0.00458333
ENSG00000143858.11	low_expression	flat	0.00458333
ENSG00000144229.11	low_expression	flat	0.00458333
ENSG00000146122.16	low_expression	flat	0.00458333
ENSG00000149573.8	low_expression	flat	0.00458333
ENSG00000156049.6	low_expression	flat	0.00458333
ENSG00000158104.11	low_expression	flat	0.00458333
ENSG00000160716.4	low_expression	flat	0.00458333
ENSG00000162188.5	low_expression	flat	0.00458333
ENSG00000165682.14	low_expression	flat	0.00458333
ENSG00000168952.15	low_expression	flat	0.00458333
ENSG00000177508.11	low_expression	flat	0.00458333
ENSG00000177990.11	low_expression	flat	0.00458333
ENSG00000183024.3	low_expression	flat	0.00458333
ENSG00000185038.14	low_expression	flat	0.00458333
ENSG00000198018.6	low_expression	flat	0.00458333
ENSG00000221994.10	low_expression	flat	0.00458333
ENSG00000243978.8	low_expression	flat	0.00458333
ENSG00000266076.1	low_expression	flat	0.00458333
ENSG00000269855.2	low_expression	flat	0.00458333
ENSG00000271949.1	low_expression	flat	0.00458333
ENSG00000272897.5	low_expression	flat	0.00458333
ENSG00000282278.1	low_expression	flat	0.00458333
ENSG00000282419.2	low_expression	flat	0.00458333
ENSG00000078053.16	low_expression	flat	0.005
ENSG00000091262.14	low_expression	flat	0.005
ENSG00000104332.11	low_expression	flat	0.005
ENSG00000107147.11	low_expression	flat	0.005
ENSG00000109132.6	low_expression	flat	0.005
ENSG00000109846.7	low_expression	flat	0.005
ENSG00000121381.3	low_expression	flat	0.005
ENSG00000129673.9	low_expression	flat	0.005
ENSG00000133083.14	low_expression	flat	0.005
ENSG00000144868.13	low_expression	flat	0.005
ENSG00000145908.12	low_expression	flat	0.005
ENSG00000151005.4	low_expression	flat	0.005
ENSG00000153904.18	low_expression	flat	0.005
ENSG00000154025.15	low_expression	flat	0.005
ENSG00000162398.11	low_expression	flat	0.005
ENSG00000164294.13	low_expression	flat	0.005
ENSG00000165553.4	low_expression	flat	0.005
ENSG00000165633.12	low_expression	flat	0.005
ENSG00000169946.13	low_expression	flat	0.005
ENSG00000171346.13	low_expression	flat	0.005
ENSG00000182050.13	low_expression	flat	0.005
ENSG00000182687.3	low_expression	flat	0.005
ENSG00000184647.10	low_expression	flat	0.005
ENSG00000185052.11	low_expression	flat	0.005
ENSG00000196090.12	low_expression	flat	0.005
ENSG00000196468.7	low_expression	flat	0.005
ENSG00000214102.7	low_expression	flat	0.005
ENSG00000237452.2	low_expression	flat	0.005
ENSG00000255835.1	low_expression	flat	0.005
ENSG00000257138.1	low_expression	flat	0.005
ENSG00000279168.1	low_expression	flat	0.005
ENSG00000005981.12	low_expression	flat	0.00541667
ENSG00000011677.12	low_expression	flat	0.00541667
ENSG00000077009.13	low_expression	flat	0.00541667
ENSG00000086205.16	low_expression	flat	0.00541667
ENSG00000113763.10	low_expression	flat	0.00541667
ENSG00000115507.9	low_expression	flat	0.00541667
ENSG00000122254.6	low_expression	flat	0.00541667
ENSG00000131068.3	low_expression	flat	0.00541667
ENSG00000136696.10	low_expression	flat	0.00541667
ENSG00000143839.13	low_expression	flat	0.00541667
ENSG00000144837.8	low_expression	flat	0.00541667
ENSG00000145451.12	low_expression	flat	0.00541667
ENSG00000145863.10	low_expression	flat	0.00541667
ENSG00000149972.10	low_expression	flat	0.00541667
ENSG00000151224.12	low_expression	flat	0.00541667
ENSG00000154175.16	low_expression	flat	0.00541667
ENSG00000154645.13	low_expression	flat	0.00541667
ENSG00000155980.11	low_expression	flat	0.00541667
ENSG00000156150.6	low_expression	flat	0.00541667
ENSG00000156689.6	low_expression	flat	0.00541667
ENSG00000163464.7	low_expression	flat	0.00541667
ENSG00000163914.4	low_expression	flat	0.00541667
ENSG00000164128.6	low_expression	flat	0.00541667
ENSG00000169031.18	low_expression	flat	0.00541667
ENSG00000181322.13	low_expression	flat	0.00541667
ENSG00000184719.11	low_expression	flat	0.00541667
ENSG00000186150.4	low_expression	flat	0.00541667
ENSG00000187527.10	low_expression	flat	0.00541667
ENSG00000188089.13	low_expression	flat	0.00541667
ENSG00000188505.4	low_expression	flat	0.00541667
ENSG00000204052.4	low_expression	flat	0.00541667
ENSG00000239511.2	low_expression	flat	0.00541667
ENSG00000243232.4	low_expression	flat	0.00541667
ENSG00000243284.1	low_expression	flat	0.00541667
ENSG00000006047.12	low_expression	flat	0.00583333
ENSG00000067177.14	low_expression	flat	0.00583333
ENSG00000115844.10	low_expression	flat	0.00583333
ENSG00000117281.15	low_expression	flat	0.00583333
ENSG00000125965.8	low_expression	flat	0.00583333
ENSG00000131831.17	low_expression	flat	0.00583333
ENSG00000138109.9	low_expression	flat	0.00583333
ENSG00000147381.11	low_expression	flat	0.00583333
ENSG00000164049.14	low_expression	flat	0.00583333
ENSG00000165702.12	low_expression	flat	0.00583333
ENSG00000170214.3	low_expression	flat	0.00583333
ENSG00000171916.16	low_expression	flat	0.00583333
ENSG00000173702.7	low_expression	flat	0.00583333
ENSG00000176399.3	low_expression	flat	0.00583333
ENSG00000176988.8	low_expression	flat	0.00583333
ENSG00000177807.6	low_expression	flat	0.00583333
ENSG00000183662.10	low_expression	flat	0.00583333
ENSG00000187033.9	low_expression	flat	0.00583333
ENSG00000187902.11	low_expression	flat	0.00583333
ENSG00000188730.4	low_expression	flat	0.00583333
ENSG00000197753.8	low_expression	flat	0.00583333
ENSG00000198865.9	low_expression	flat	0.00583333
ENSG00000205517.12	low_expression	flat	0.00583333
ENSG00000206113.8	low_expression	flat	0.00583333
ENSG00000227471.8	low_expression	flat	0.00583333
ENSG00000230062.5	low_expression	flat	0.00583333
ENSG00000250423.2	low_expression	flat	0.00583333
ENSG00000266728.5	low_expression	flat	0.00583333
ENSG00000070388.11	low_expression	flat	0.00625
ENSG00000078098.13	low_expression	flat	0.00625
ENSG00000088726.15	low_expression	flat	0.00625
ENSG00000104067.16	low_expression	flat	0.00625
ENSG00000107485.15	low_expression	flat	0.00625
ENSG00000125414.18	low_expression	flat	0.00625
ENSG00000135824.12	low_expression	flat	0.00625
ENSG00000143278.3	low_expression	flat	0.00625
ENSG00000149043.16	low_expression	flat	0.00625
ENSG00000149609.5	low_expression	flat	0.00625
ENSG00000151615.3	low_expression	flat	0.00625
ENSG00000153093.18	low_expression	flat	0.00625
ENSG00000162998.4	low_expression	flat	0.00625
ENSG00000163283.6	low_expression	flat	0.00625
ENSG00000164100.8	low_expression	flat	0.00625
ENSG00000165995.18	low_expression	flat	0.00625
ENSG00000171435.13	low_expression	flat	0.00625
ENSG00000176692.5	low_expression	flat	0.00625
ENSG00000178172.6	low_expression	flat	0.00625
ENSG00000178796.12	low_expression	flat	0.00625
ENSG00000181616.8	low_expression	flat	0.00625
ENSG00000187581.2	low_expression	flat	0.00625
ENSG00000189064.8	low_expression	flat	0.00625
ENSG00000197479.6	low_expression	flat	0.00625
ENSG00000206172.8	low_expression	flat	0.00625
ENSG00000212657.1	low_expression	flat	0.00625
ENSG00000256188.3	low_expression	flat	0.00625
ENSG00000272058.2	low_expression	flat	0.00625
ENSG00000281938.1	low_expression	flat	0.00625
ENSG00000091181.19	low_expression	flat	0.00666667
ENSG00000105610.4	low_expression	flat	0.00666667
ENSG00000113263.12	low_expression	flat	0.00666667
ENSG00000116329.10	low_expression	flat	0.00666667
ENSG00000129596.4	low_expression	flat	0.00666667
ENSG00000131203.12	low_expression	flat	0.00666667
ENSG00000137675.4	low_expression	flat	0.00666667
ENSG00000138755.5	low_expression	flat	0.00666667
ENSG00000142615.7	low_expression	flat	0.00666667
ENSG00000142677.3	low_expression	flat	0.00666667
ENSG00000150873.11	low_expression	flat	0.00666667
ENSG00000158055.15	low_expression	flat	0.00666667
ENSG00000170927.14	low_expression	flat	0.00666667
ENSG00000172724.11	low_expression	flat	0.00666667
ENSG00000177291.3	low_expression	flat	0.00666667
ENSG00000180745.4	low_expression	flat	0.00666667
ENSG00000182327.7	low_expression	flat	0.00666667
ENSG00000183631.4	low_expression	flat	0.00666667
ENSG00000184058.12	low_expression	flat	0.00666667
ENSG00000185899.1	low_expression	flat	0.00666667
ENSG00000205076.4	low_expression	flat	0.00666667
ENSG00000241186.7	low_expression	flat	0.00666667
ENSG00000248385.7	low_expression	flat	0.00666667
ENSG00000255192.5	low_expression	flat	0.00666667
ENSG00000267477.1	low_expression	flat	0.00666667
ENSG00000047457.13	low_expression	flat	0.00708333
ENSG00000082497.11	low_expression	flat	0.00708333
ENSG00000102359.5	low_expression	flat	0.00708333
ENSG00000111704.10	low_expression	flat	0.00708333
ENSG00000118307.18	low_expression	flat	0.00708333
ENSG00000118322.12	low_expression	flat	0.00708333
ENSG00000118407.14	low_expression	flat	0.00708333
ENSG00000120088.14	low_expression	flat	0.00708333
ENSG00000121314.2	low_expression	flat	0.00708333
ENSG00000130224.14	low_expression	flat	0.00708333
ENSG00000136110.12	low_expression	flat	0.00708333
ENSG00000141194.5	low_expression	flat	0.00708333
ENSG00000143028.8	low_expression	flat	0.00708333
ENSG00000144290.16	low_expression	flat	0.00708333
ENSG00000146006.7	low_expression	flat	0.00708333
ENSG00000163377.15	low_expression	flat	0.00708333
ENSG00000164418.19	low_expression	flat	0.00708333
ENSG00000166450.12	low_expression	flat	0.00708333
ENSG00000170298.15	low_expression	flat	0.00708333
ENSG00000172538.6	low_expression	flat	0.00708333
ENSG00000173157.16	low_expression	flat	0.00708333
ENSG00000179603.17	low_expression	flat	0.00708333
ENSG00000180616.8	low_expression	flat	0.00708333
ENSG00000183918.15	low_expression	flat	0.00708333
ENSG00000183921.7	low_expression	flat	0.00708333
ENSG00000185313.6	low_expression	flat	0.00708333
